,level_0,index,Team1,Team2,Winner,Margin,Ground,Match_Date,Scorecard
589,589,75,Australia,South Africa,South Africa,6 wickets,Harare,"Sep 6, 2014",ODI # 3526
590,590,76,Ireland,Scotland,Ireland,7 wickets,Dublin (Malahide),"Sep 8, 2014",ODI # 3527
591,591,77,Ireland,Scotland,Ireland,3 wickets,Dublin (Malahide),"Sep 10, 2014",ODI # 3528
592,592,78,Ireland,Scotland,Scotland,8 wickets,Dublin (Malahide),"Sep 12, 2014",ODI # 3529
593,593,79,Australia,Pakistan,Australia,93 runs,Sharjah,"Oct 7, 2014",ODI # 3530
594,594,80,India,West Indies,West Indies,124 runs,Kochi,"Oct 8, 2014",ODI # 3531
595,595,81,Australia,Pakistan,Australia,5 wickets,Dubai (DSC),"Oct 10, 2014",ODI # 3532
596,596,82,India,West Indies,India,48 runs,Delhi,"Oct 11, 2014",ODI # 3533
597,597,83,Australia,Pakistan,Australia,1 run,Abu Dhabi,"Oct 12, 2014",ODI # 3534
598,598,84,India,West Indies,India,59 runs,Dharamsala,"Oct 17, 2014",ODI # 3535
599,599,85,New Zealand,South Africa,South Africa,6 wickets,Mount Maunganui,"Oct 21, 2014",ODI # 3536
600,600,86,New Zealand,South Africa,South Africa,72 runs,Mount Maunganui,"Oct 24, 2014",ODI # 3537
601,601,87,New Zealand,South Africa,no result,,Hamilton,"Oct 27, 2014",ODI # 3538
602,602,88,India,Sri Lanka,India,169 runs,Cuttack,"Nov 2, 2014",ODI # 3539
603,603,89,India,Sri Lanka,India,6 wickets,Ahmedabad,"Nov 6, 2014",ODI # 3540
604,604,90,Hong Kong,P.N.G.,P.N.G.,4 wickets,Townsville,"Nov 8, 2014",ODI # 3541
605,605,91,Hong Kong,P.N.G.,P.N.G.,3 wickets,Townsville,"Nov 9, 2014",ODI # 3542
606,606,92,India,Sri Lanka,India,6 wickets,Hyderabad (Deccan),"Nov 9, 2014",ODI # 3543
607,607,93,India,Sri Lanka,India,153 runs,Kolkata,"Nov 13, 2014",ODI # 3544
608,608,94,Australia,South Africa,Australia,32 runs,Perth,"Nov 14, 2014",ODI # 3545
609,609,95,Australia,South Africa,South Africa,3 wickets,Perth,"Nov 16, 2014",ODI # 3546
610,610,96,India,Sri Lanka,India,3 wickets,Ranchi,"Nov 16, 2014",ODI # 3547
611,611,97,Australia,South Africa,Australia,73 runs,Canberra,"Nov 19, 2014",ODI # 3548
612,612,98,Australia,South Africa,Australia,3 wickets,Melbourne,"Nov 21, 2014",ODI # 3549
613,613,99,Bangladesh,Zimbabwe,Bangladesh,87 runs,Chattogram,"Nov 21, 2014",ODI # 3550
614,614,100,Australia,South Africa,Australia,2 wickets,Sydney,"Nov 23, 2014",ODI # 3551
615,615,101,Bangladesh,Zimbabwe,Bangladesh,68 runs,Chattogram,"Nov 23, 2014",ODI # 3552
616,616,102,Bangladesh,Zimbabwe,Bangladesh,124 runs,Dhaka,"Nov 26, 2014",ODI # 3553
617,617,103,Sri Lanka,England,Sri Lanka,25 runs,Colombo (RPS),"Nov 26, 2014",ODI # 3554
618,618,104,Bangladesh,Zimbabwe,Bangladesh,21 runs,Dhaka,"Nov 28, 2014",ODI # 3555
619,619,105,U.A.E.,Afghanistan,U.A.E.,5 wickets,ICCA Dubai,"Nov 28, 2014",ODI # 3556
620,620,106,Sri Lanka,England,Sri Lanka,8 wickets,Colombo (RPS),"Nov 29, 2014",ODI # 3557
621,621,107,U.A.E.,Afghanistan,U.A.E.,6 wickets,ICCA Dubai,"Nov 30, 2014",ODI # 3558
622,622,108,Bangladesh,Zimbabwe,Bangladesh,5 wickets,Dhaka,"Dec 1, 2014",ODI # 3559
623,623,109,U.A.E.,Afghanistan,Afghanistan,2 wickets,ICCA Dubai,"Dec 2, 2014",ODI # 3560
624,624,110,Sri Lanka,England,England,5 wickets,Hambantota,"Dec 3, 2014",ODI # 3561
625,625,111,U.A.E.,Afghanistan,U.A.E.,30 runs,ICCA Dubai,"Dec 4, 2014",ODI # 3562
626,626,112,Sri Lanka,England,Sri Lanka,6 wickets,Colombo (RPS),"Dec 7, 2014",ODI # 3563
627,627,113,New Zealand,Pakistan,Pakistan,3 wickets,Dubai (DSC),"Dec 8, 2014",ODI # 3564
628,628,114,Sri Lanka,England,England,5 wickets,Pallekele,"Dec 10-11, 2014",ODI # 3565
629,629,115,New Zealand,Pakistan,New Zealand,4 wickets,Sharjah,"Dec 12, 2014",ODI # 3566
630,630,116,Sri Lanka,England,Sri Lanka,90 runs,Pallekele,"Dec 13, 2014",ODI # 3567
631,631,117,New Zealand,Pakistan,Pakistan,147 runs,Sharjah,"Dec 14, 2014",ODI # 3568
632,632,118,Sri Lanka,England,Sri Lanka,87 runs,Colombo (RPS),"Dec 16, 2014",ODI # 3569
633,633,119,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,"Dec 17, 2014",ODI # 3570
634,634,120,New Zealand,Pakistan,New Zealand,68 runs,Abu Dhabi,"Dec 19, 2014",ODI # 3571
635,635,0,Afghanistan,Scotland,Afghanistan,8 wickets,ICCA Dubai,"Jan 8, 2015",ODI # 3572
636,636,1,Afghanistan,Ireland,Ireland,3 wickets,Dubai (DSC),"Jan 10, 2015",ODI # 3573
637,637,2,New Zealand,Sri Lanka,New Zealand,3 wickets,Christchurch,"Jan 11, 2015",ODI # 3574
638,638,3,Ireland,Scotland,Ireland,3 wickets,Dubai (DSC),"Jan 12, 2015",ODI # 3575
639,639,4,Afghanistan,Scotland,Scotland,150 runs,Abu Dhabi,"Jan 14, 2015",ODI # 3576
640,640,5,New Zealand,Sri Lanka,Sri Lanka,6 wickets,Hamilton,"Jan 15, 2015",ODI # 3577
641,641,6,Australia,England,Australia,3 wickets,Sydney,"Jan 16, 2015",ODI # 3578
642,642,7,South Africa,West Indies,South Africa,61 runs,Durban,"Jan 16, 2015",ODI # 3579
643,643,8,New Zealand,Sri Lanka,no result,,Auckland,"Jan 17, 2015",ODI # 3580
644,644,9,Afghanistan,Ireland,Afghanistan,71 runs,Dubai (DSC),"Jan 17, 2015",ODI # 3581
645,645,10,Australia,India,Australia,4 wickets,Melbourne,"Jan 18, 2015",ODI # 3582
646,646,11,South Africa,West Indies,South Africa,148 runs,Johannesburg,"Jan 18, 2015",ODI # 3583
647,647,12,Ireland,Scotland,no result,,ICCA Dubai,"Jan 19, 2015",ODI # 3584
648,648,13,New Zealand,Sri Lanka,New Zealand,4 wickets,Nelson,"Jan 20, 2015",ODI # 3585
649,649,14,England,India,England,9 wickets,Brisbane,"Jan 20, 2015",ODI # 3586
650,650,15,South Africa,West Indies,South Africa,9 wickets,East London,"Jan 21, 2015",ODI # 3587
651,651,16,New Zealand,Sri Lanka,New Zealand,108 runs,Dunedin,"Jan 23, 2015",ODI # 3588
652,652,17,Australia,England,Australia,3 wickets,Hobart,"Jan 23, 2015",ODI # 3589
653,653,18,New Zealand,Sri Lanka,New Zealand,120 runs,Dunedin,"Jan 25, 2015",ODI # 3590
654,654,19,South Africa,West Indies,West Indies,1 wicket,Port Elizabeth,"Jan 25, 2015",ODI # 3591
655,655,20,Australia,India,no result,,Sydney,"Jan 26, 2015",ODI # 3592
656,656,21,South Africa,West Indies,South Africa,131 runs,Centurion,"Jan 28, 2015",ODI # 3593
657,657,22,New Zealand,Sri Lanka,Sri Lanka,34 runs,Wellington,"Jan 29, 2015",ODI # 3594
658,658,23,England,India,England,3 wickets,Perth,"Jan 30, 2015",ODI # 3595
659,659,24,New Zealand,Pakistan,New Zealand,7 wickets,Wellington,"Jan 31, 2015",ODI # 3596
660,660,25,Australia,England,Australia,112 runs,Perth,"Feb 1, 2015",ODI # 3597
661,661,26,New Zealand,Pakistan,New Zealand,119 runs,Napier,"Feb 3, 2015",ODI # 3598
662,662,27,New Zealand,Sri Lanka,New Zealand,98 runs,Christchurch,"Feb 14, 2015",ODI # 3599
663,663,28,Australia,England,Australia,111 runs,Melbourne,"Feb 14, 2015",ODI # 3600
664,664,29,South Africa,Zimbabwe,South Africa,62 runs,Hamilton,"Feb 15, 2015",ODI # 3601
665,665,30,India,Pakistan,India,76 runs,Adelaide,"Feb 15, 2015",ODI # 3602
666,666,31,Ireland,West Indies,Ireland,4 wickets,Nelson,"Feb 16, 2015",ODI # 3603
667,667,32,New Zealand,Scotland,New Zealand,3 wickets,Dunedin,"Feb 17, 2015",ODI # 3604
668,668,33,Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra,"Feb 18, 2015",ODI # 3605
669,669,34,U.A.E.,Zimbabwe,Zimbabwe,4 wickets,Nelson,"Feb 19, 2015",ODI # 3606
670,670,35,New Zealand,England,New Zealand,8 wickets,Wellington,"Feb 20, 2015",ODI # 3607
671,671,36,Pakistan,West Indies,West Indies,150 runs,Christchurch,"Feb 21, 2015",ODI # 3608
672,672,37,Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Dunedin,"Feb 22, 2015",ODI # 3609
673,673,38,India,South Africa,India,130 runs,Melbourne,"Feb 22, 2015",ODI # 3610
674,674,39,England,Scotland,England,119 runs,Christchurch,"Feb 23, 2015",ODI # 3611
675,675,40,West Indies,Zimbabwe,West Indies,73 runs,Canberra,"Feb 24, 2015",ODI # 3612
676,676,41,Ireland,U.A.E.,Ireland,2 wickets,Brisbane,"Feb 25, 2015",ODI # 3613
677,677,42,Afghanistan,Scotland,Afghanistan,1 wicket,Dunedin,"Feb 26, 2015",ODI # 3614
678,678,43,Bangladesh,Sri Lanka,Sri Lanka,92 runs,Melbourne,"Feb 26, 2015",ODI # 3615
679,679,44,South Africa,West Indies,South Africa,257 runs,Sydney,"Feb 27, 2015",ODI # 3616
680,680,45,New Zealand,Australia,New Zealand,1 wicket,Auckland,"Feb 28, 2015",ODI # 3617
681,681,46,India,U.A.E.,India,9 wickets,Perth,"Feb 28, 2015",ODI # 3618
682,682,47,England,Sri Lanka,Sri Lanka,9 wickets,Wellington,"Mar 1, 2015",ODI # 3619
683,683,48,Pakistan,Zimbabwe,Pakistan,20 runs,Brisbane,"Mar 1, 2015",ODI # 3620
684,684,49,Ireland,South Africa,South Africa,201 runs,Canberra,"Mar 3, 2015",ODI # 3621
685,685,50,Pakistan,U.A.E.,Pakistan,129 runs,Napier,"Mar 4, 2015",ODI # 3622
686,686,51,Australia,Afghanistan,Australia,275 runs,Perth,"Mar 4, 2015",ODI # 3623
687,687,52,Bangladesh,Scotland,Bangladesh,6 wickets,Nelson,"Mar 5, 2015",ODI # 3624
688,688,53,India,West Indies,India,4 wickets,Perth,"Mar 6, 2015",ODI # 3625
689,689,54,Pakistan,South Africa,Pakistan,29 runs,Auckland,"Mar 7, 2015",ODI # 3626
690,690,55,Ireland,Zimbabwe,Ireland,5 runs,Hobart,"Mar 7, 2015",ODI # 3627
691,691,56,New Zealand,Afghanistan,New Zealand,6 wickets,Napier,"Mar 8, 2015",ODI # 3628
692,692,57,Australia,Sri Lanka,Australia,64 runs,Sydney,"Mar 8, 2015",ODI # 3629
693,693,58,Bangladesh,England,Bangladesh,15 runs,Adelaide,"Mar 9, 2015",ODI # 3630
694,694,59,India,Ireland,India,8 wickets,Hamilton,"Mar 10, 2015",ODI # 3631
695,695,60,Scotland,Sri Lanka,Sri Lanka,148 runs,Hobart,"Mar 11, 2015",ODI # 3632
696,696,61,South Africa,U.A.E.,South Africa,146 runs,Wellington,"Mar 12, 2015",ODI # 3633
697,697,62,New Zealand,Bangladesh,New Zealand,3 wickets,Hamilton,"Mar 13, 2015",ODI # 3634
698,698,63,Afghanistan,England,England,9 wickets,Sydney,"Mar 13, 2015",ODI # 3635
699,699,64,India,Zimbabwe,India,6 wickets,Auckland,"Mar 14, 2015",ODI # 3636
700,700,65,Australia,Scotland,Australia,7 wickets,Hobart,"Mar 14, 2015",ODI # 3637
701,701,66,U.A.E.,West Indies,West Indies,6 wickets,Napier,"Mar 15, 2015",ODI # 3638
702,702,67,Ireland,Pakistan,Pakistan,7 wickets,Adelaide,"Mar 15, 2015",ODI # 3639
703,703,68,South Africa,Sri Lanka,South Africa,9 wickets,Sydney,"Mar 18, 2015",ODI # 3640
704,704,69,Bangladesh,India,India,109 runs,Melbourne,"Mar 19, 2015",ODI # 3641
705,705,70,Australia,Pakistan,Australia,6 wickets,Adelaide,"Mar 20, 2015",ODI # 3642
706,706,71,New Zealand,West Indies,New Zealand,143 runs,Wellington,"Mar 21, 2015",ODI # 3643
707,707,72,New Zealand,South Africa,New Zealand,4 wickets,Auckland,"Mar 24, 2015",ODI # 3644
708,708,73,Australia,India,Australia,95 runs,Sydney,"Mar 26, 2015",ODI # 3645
709,709,74,Australia,New Zealand,Australia,7 wickets,Melbourne,"Mar 29, 2015",ODI # 3646
710,710,75,Bangladesh,Pakistan,Bangladesh,79 runs,Dhaka,"Apr 17, 2015",ODI # 3647
711,711,76,Bangladesh,Pakistan,Bangladesh,7 wickets,Dhaka,"Apr 19, 2015",ODI # 3648
712,712,77,Bangladesh,Pakistan,Bangladesh,8 wickets,Dhaka,"Apr 22, 2015",ODI # 3649
713,713,78,Ireland,England,no result,,Dublin (Malahide),"May 8, 2015",ODI # 3650
714,714,79,Pakistan,Zimbabwe,Pakistan,41 runs,Lahore,"May 26, 2015",ODI # 3651
715,715,80,Pakistan,Zimbabwe,Pakistan,6 wickets,Lahore,"May 29, 2015",ODI # 3652
716,716,81,Pakistan,Zimbabwe,no result,,Lahore,"May 31, 2015",ODI # 3653
717,717,82,England,New Zealand,England,210 runs,Birmingham,"Jun 9, 2015",ODI # 3654
718,718,83,England,New Zealand,New Zealand,13 runs,The Oval,"Jun 12, 2015",ODI # 3655
719,719,84,England,New Zealand,New Zealand,3 wickets,Southampton,"Jun 14, 2015",ODI # 3656
720,720,85,England,New Zealand,England,7 wickets,Nottingham,"Jun 17, 2015",ODI # 3657
721,721,86,Bangladesh,India,Bangladesh,79 runs,Dhaka,"Jun 18, 2015",ODI # 3658
722,722,87,England,New Zealand,England,3 wickets,Chester-le-Street,"Jun 20, 2015",ODI # 3659
723,723,88,Bangladesh,India,Bangladesh,6 wickets,Dhaka,"Jun 21, 2015",ODI # 3660
724,724,89,Bangladesh,India,India,77 runs,Dhaka,"Jun 24, 2015",ODI # 3661
725,725,90,Zimbabwe,India,India,4 runs,Harare,"Jul 10, 2015",ODI # 3662
726,726,91,Bangladesh,South Africa,South Africa,8 wickets,Dhaka,"Jul 10, 2015",ODI # 3663
727,727,92,Sri Lanka,Pakistan,Pakistan,6 wickets,Dambulla,"Jul 11, 2015",ODI # 3664
728,728,93,Zimbabwe,India,India,62 runs,Harare,"Jul 12, 2015",ODI # 3665
729,729,94,Bangladesh,South Africa,Bangladesh,7 wickets,Dhaka,"Jul 12, 2015",ODI # 3666
730,730,95,Zimbabwe,India,India,83 runs,Harare,"Jul 14, 2015",ODI # 3667
731,731,96,Bangladesh,South Africa,Bangladesh,9 wickets,Chattogram,"Jul 15, 2015",ODI # 3668
732,732,97,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Pallekele,"Jul 15, 2015",ODI # 3669
733,733,98,Sri Lanka,Pakistan,Pakistan,135 runs,Colombo (RPS),"Jul 19, 2015",ODI # 3670
734,734,99,Sri Lanka,Pakistan,Pakistan,7 wickets,Colombo (RPS),"Jul 22, 2015",ODI # 3671
735,735,100,Sri Lanka,Pakistan,Sri Lanka,165 runs,Hambantota,"Jul 26, 2015",ODI # 3672
736,736,101,Zimbabwe,New Zealand,Zimbabwe,7 wickets,Harare,"Aug 2, 2015",ODI # 3673
737,737,102,Zimbabwe,New Zealand,New Zealand,10 wickets,Harare,"Aug 4, 2015",ODI # 3674
738,738,103,Zimbabwe,New Zealand,New Zealand,38 runs,Harare,"Aug 7, 2015",ODI # 3675
739,739,104,South Africa,New Zealand,South Africa,20 runs,Centurion,"Aug 19, 2015",ODI # 3676
740,740,105,South Africa,New Zealand,New Zealand,8 wickets,Potchefstroom,"Aug 23, 2015",ODI # 3677
741,741,106,South Africa,New Zealand,South Africa,62 runs,Durban,"Aug 26, 2015",ODI # 3678
742,742,107,Ireland,Australia,Australia,23 runs,Belfast,"Aug 27, 2015",ODI # 3679
743,743,108,England,Australia,Australia,59 runs,Southampton,"Sep 3, 2015",ODI # 3680
744,744,109,England,Australia,Australia,64 runs,Lord's,"Sep 5, 2015",ODI # 3681
745,745,110,England,Australia,England,93 runs,Manchester,"Sep 8, 2015",ODI # 3682
746,746,111,England,Australia,England,3 wickets,Leeds,"Sep 11, 2015",ODI # 3683
747,747,112,England,Australia,Australia,8 wickets,Manchester,"Sep 13, 2015",ODI # 3684
748,748,113,Zimbabwe,Pakistan,Pakistan,131 runs,Harare,"Oct 1, 2015",ODI # 3685
749,749,114,Zimbabwe,Pakistan,Zimbabwe,5 runs,Harare,"Oct 3, 2015",ODI # 3686
750,750,115,Zimbabwe,Pakistan,Pakistan,7 wickets,Harare,"Oct 5, 2015",ODI # 3687
751,751,116,Zimbabwe,Ireland,Zimbabwe,2 wickets,Harare,"Oct 9, 2015",ODI # 3688
752,752,117,India,South Africa,South Africa,5 runs,Kanpur,"Oct 11, 2015",ODI # 3689
753,753,118,Zimbabwe,Ireland,Zimbabwe,5 wickets,Harare,"Oct 11, 2015",ODI # 3690
754,754,119,Zimbabwe,Ireland,Ireland,2 wickets,Harare,"Oct 13, 2015",ODI # 3691
755,755,120,India,South Africa,India,22 runs,Indore,"Oct 14, 2015",ODI # 3692
756,756,121,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,"Oct 16, 2015",ODI # 3693
757,757,122,Zimbabwe,Afghanistan,Afghanistan,58 runs,Bulawayo,"Oct 18, 2015",ODI # 3694
758,758,123,India,South Africa,South Africa,18 runs,Rajkot,"Oct 18, 2015",ODI # 3695
759,759,124,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,"Oct 20, 2015",ODI # 3696
760,760,125,Zimbabwe,Afghanistan,Afghanistan,3 wickets,Bulawayo,"Oct 22, 2015",ODI # 3697
761,761,126,India,South Africa,India,35 runs,Chennai,"Oct 22, 2015",ODI # 3698
762,762,127,Zimbabwe,Afghanistan,Afghanistan,73 runs,Bulawayo,"Oct 24, 2015",ODI # 3699
763,763,128,India,South Africa,South Africa,214 runs,Mumbai,"Oct 25, 2015",ODI # 3700
764,764,129,Sri Lanka,West Indies,Sri Lanka,1 wicket,Colombo (RPS),"Nov 1, 2015",ODI # 3701
765,765,130,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (RPS),"Nov 4, 2015",ODI # 3702
766,766,131,Bangladesh,Zimbabwe,Bangladesh,145 runs,Dhaka,"Nov 7, 2015",ODI # 3703
767,767,132,Sri Lanka,West Indies,Sri Lanka,19 runs,Pallekele,"Nov 7, 2015",ODI # 3704
768,768,133,Bangladesh,Zimbabwe,Bangladesh,58 runs,Dhaka,"Nov 9, 2015",ODI # 3705
769,769,134,Bangladesh,Zimbabwe,Bangladesh,61 runs,Dhaka,"Nov 11, 2015",ODI # 3706
770,770,135,England,Pakistan,Pakistan,6 wickets,Abu Dhabi,"Nov 11, 2015",ODI # 3707
771,771,136,England,Pakistan,England,95 runs,Abu Dhabi,"Nov 13, 2015",ODI # 3708
772,772,137,U.A.E.,Hong Kong,Hong Kong,89 runs,ICCA Dubai,"Nov 16, 2015",ODI # 3709
773,773,138,England,Pakistan,England,6 wickets,Sharjah,"Nov 17, 2015",ODI # 3710
774,774,139,U.A.E.,Hong Kong,Hong Kong,136 runs,ICCA Dubai,"Nov 18, 2015",ODI # 3711
775,775,140,England,Pakistan,England,84 runs,Dubai (DSC),"Nov 20, 2015",ODI # 3712
776,776,141,Afghanistan,Zimbabwe,Afghanistan,49 runs,Sharjah,"Dec 25, 2015",ODI # 3713
777,777,142,New Zealand,Sri Lanka,New Zealand,7 wickets,Christchurch,"Dec 26, 2015",ODI # 3714
778,778,143,New Zealand,Sri Lanka,New Zealand,10 wickets,Christchurch,"Dec 28, 2015",ODI # 3715
779,779,144,Afghanistan,Zimbabwe,Afghanistan,4 wickets,Sharjah,"Dec 29, 2015",ODI # 3716
780,780,145,New Zealand,Sri Lanka,Sri Lanka,8 wickets,Nelson,"Dec 31, 2015",ODI # 3717
781,781,0,New Zealand,Sri Lanka,no result,,Nelson,"Jan 2, 2016",ODI # 3718
782,782,1,Afghanistan,Zimbabwe,Zimbabwe,117 runs,Sharjah,"Jan 2, 2016",ODI # 3719
783,783,2,Afghanistan,Zimbabwe,Zimbabwe,65 runs,Sharjah,"Jan 4, 2016",ODI # 3720
784,784,3,New Zealand,Sri Lanka,New Zealand,36 runs,Mount Maunganui,"Jan 5, 2016",ODI # 3721
785,785,4,Afghanistan,Zimbabwe,Afghanistan,2 wickets,Sharjah,"Jan 6, 2016",ODI # 3722
786,786,5,Australia,India,Australia,5 wickets,Perth,"Jan 12, 2016",ODI # 3723
787,787,6,Australia,India,Australia,7 wickets,Brisbane,"Jan 15, 2016",ODI # 3724
788,788,7,Australia,India,Australia,3 wickets,Melbourne,"Jan 17, 2016",ODI # 3725
789,789,8,Australia,India,Australia,25 runs,Canberra,"Jan 20, 2016",ODI # 3726
790,790,9,Australia,India,India,6 wickets,Sydney,"Jan 23, 2016",ODI # 3727
791,791,10,New Zealand,Pakistan,New Zealand,70 runs,Wellington,"Jan 25, 2016",ODI # 3728
792,792,11,Hong Kong,Scotland,Hong Kong,109 runs,Mong Kok,"Jan 26, 2016",ODI # 3729
793,793,12,New Zealand,Pakistan,New Zealand,3 wickets,Auckland,"Jan 31, 2016",ODI # 3730
794,794,13,New Zealand,Australia,New Zealand,159 runs,Auckland,"Feb 3, 2016",ODI # 3731
795,795,14,South Africa,England,England,39 runs,Bloemfontein,"Feb 3, 2016",ODI # 3732
796,796,15,New Zealand,Australia,Australia,4 wickets,Wellington,"Feb 6, 2016",ODI # 3733
797,797,16,South Africa,England,England,5 wickets,Port Elizabeth,"Feb 6, 2016",ODI # 3734
798,798,17,New Zealand,Australia,New Zealand,55 runs,Hamilton,"Feb 8, 2016",ODI # 3735
799,799,18,South Africa,England,South Africa,7 wickets,Centurion,"Feb 9, 2016",ODI # 3736
800,800,19,South Africa,England,South Africa,1 wicket,Johannesburg,"Feb 12, 2016",ODI # 3737
801,801,20,South Africa,England,South Africa,5 wickets,Cape Town,"Feb 14, 2016",ODI # 3738
802,802,21,West Indies,South Africa,West Indies,4 wickets,Providence,"Jun 3, 2016",ODI # 3739
803,803,22,West Indies,Australia,Australia,6 wickets,Providence,"Jun 5, 2016",ODI # 3740
804,804,23,Australia,South Africa,South Africa,47 runs,Providence,"Jun 7, 2016",ODI # 3741
805,805,24,Zimbabwe,India,India,9 wickets,Harare,"Jun 11, 2016",ODI # 3742
806,806,25,Australia,South Africa,Australia,36 runs,Basseterre,"Jun 11, 2016",ODI # 3743
807,807,26,Zimbabwe,India,India,8 wickets,Harare,"Jun 13, 2016",ODI # 3744
808,808,27,West Indies,Australia,West Indies,4 wickets,Basseterre,"Jun 13, 2016",ODI # 3745
809,809,28,Zimbabwe,India,India,10 wickets,Harare,"Jun 15, 2016",ODI # 3746
810,810,29,West Indies,South Africa,South Africa,139 runs,Basseterre,"Jun 15, 2016",ODI # 3747
811,811,30,Ireland,Sri Lanka,Sri Lanka,76 runs,Dublin (Malahide),"Jun 16, 2016",ODI # 3748
812,812,31,Ireland,Sri Lanka,Sri Lanka,136 runs,Dublin (Malahide),"Jun 18, 2016",ODI # 3749
813,813,32,Australia,South Africa,no result,,Bridgetown,"Jun 19, 2016",ODI # 3750
814,814,33,England,Sri Lanka,tied,,Nottingham,"Jun 21, 2016",ODI # 3751
815,815,34,West Indies,Australia,Australia,6 wickets,Bridgetown,"Jun 21, 2016",ODI # 3752
816,816,35,England,Sri Lanka,England,10 wickets,Birmingham,"Jun 24, 2016",ODI # 3753
817,817,36,West Indies,South Africa,West Indies,100 runs,Bridgetown,"Jun 24, 2016",ODI # 3754
818,818,37,England,Sri Lanka,no result,,Bristol,"Jun 26, 2016",ODI # 3755
819,819,38,West Indies,Australia,Australia,58 runs,Bridgetown,"Jun 26, 2016",ODI # 3756
820,820,39,England,Sri Lanka,England,6 wickets,The Oval,"Jun 29, 2016",ODI # 3757
821,821,40,England,Sri Lanka,England,122 runs,Cardiff,"Jul 2, 2016",ODI # 3758
822,822,41,Scotland,Afghanistan,no result,,Edinburgh,"Jul 4, 2016",ODI # 3759
823,823,42,Scotland,Afghanistan,Afghanistan,78 runs,Edinburgh,"Jul 6, 2016",ODI # 3760
824,824,43,Ireland,Afghanistan,Afghanistan,39 runs,Belfast,"Jul 12, 2016",ODI # 3761
825,825,44,Ireland,Afghanistan,Ireland,6 wickets,Belfast,"Jul 14, 2016",ODI # 3762
826,826,45,Ireland,Afghanistan,Afghanistan,79 runs,Belfast,"Jul 17, 2016",ODI # 3763
827,827,46,Ireland,Afghanistan,Ireland,12 runs,Belfast,"Jul 19, 2016",ODI # 3764
828,828,47,Scotland,U.A.E.,Scotland,98 runs,Edinburgh,"Aug 14, 2016",ODI # 3765
829,829,48,Scotland,U.A.E.,Scotland,7 wickets,Edinburgh,"Aug 16, 2016",ODI # 3766
830,830,49,Ireland,Pakistan,Pakistan,255 runs,Dublin (Malahide),"Aug 18, 2016",ODI # 3767
831,831,50,Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),"Aug 21, 2016",ODI # 3768
832,832,51,Sri Lanka,Australia,Sri Lanka,82 runs,Colombo (RPS),"Aug 24, 2016",ODI # 3769
833,833,52,England,Pakistan,England,44 runs,Southampton,"Aug 24, 2016",ODI # 3770
834,834,53,England,Pakistan,England,4 wickets,Lord's,"Aug 27, 2016",ODI # 3771
835,835,54,Sri Lanka,Australia,Australia,2 wickets,Dambulla,"Aug 28, 2016",ODI # 3772
836,836,55,England,Pakistan,England,169 runs,Nottingham,"Aug 30, 2016",ODI # 3773
837,837,56,Sri Lanka,Australia,Australia,6 wickets,Dambulla,"Aug 31, 2016",ODI # 3774
838,838,57,England,Pakistan,England,4 wickets,Leeds,"Sep 1, 2016",ODI # 3775
839,839,58,Sri Lanka,Australia,Australia,5 wickets,Pallekele,"Sep 4, 2016",ODI # 3776
840,840,59,England,Pakistan,Pakistan,4 wickets,Cardiff,"Sep 4, 2016",ODI # 3777
841,841,60,Scotland,Hong Kong,no result,,Edinburgh,"Sep 8, 2016",ODI # 3778
842,842,61,Scotland,Hong Kong,Scotland,53 runs,Edinburgh,"Sep 10, 2016",ODI # 3779
843,843,62,South Africa,Ireland,South Africa,206 runs,Benoni,"Sep 25, 2016",ODI # 3780
844,844,63,Bangladesh,Afghanistan,Bangladesh,7 runs,Dhaka,"Sep 25, 2016",ODI # 3781
845,845,64,Australia,Ireland,Australia,9 wickets,Benoni,"Sep 27, 2016",ODI # 3782
846,846,65,Bangladesh,Afghanistan,Afghanistan,2 wickets,Dhaka,"Sep 28, 2016",ODI # 3783
847,847,66,Pakistan,West Indies,Pakistan,111 runs,Sharjah,"Sep 30, 2016",ODI # 3784
848,848,67,South Africa,Australia,South Africa,6 wickets,Centurion,"Sep 30, 2016",ODI # 3785
849,849,68,Bangladesh,Afghanistan,Bangladesh,141 runs,Dhaka,"Oct 1, 2016",ODI # 3786
850,850,69,South Africa,Australia,South Africa,142 runs,Johannesburg,"Oct 2, 2016",ODI # 3787
851,851,70,Pakistan,West Indies,Pakistan,59 runs,Sharjah,"Oct 2, 2016",ODI # 3788
852,852,71,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi,"Oct 5, 2016",ODI # 3789
853,853,72,South Africa,Australia,South Africa,4 wickets,Durban,"Oct 5, 2016",ODI # 3790
854,854,73,Bangladesh,England,England,21 runs,Dhaka,"Oct 7, 2016",ODI # 3791
855,855,74,South Africa,Australia,South Africa,6 wickets,Port Elizabeth,"Oct 9, 2016",ODI # 3792
